date,year,month,weekday,is_weekend,season,demand_gwh_daily,demand_low_gwh_daily(5%),demand_high_gwh_daily(7%),demand_gwh,demand_low_gwh(5%),demand_high_gwh(7%),gdp_current_usd_billion,population_total,temp_c_synthetic,rainfall_mm_synthetic,humidity_pct_synthetic,lat,lon,country,aggregation
12/3/2024,2024,12,Tuesday,FALSE,short_rains,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,24.63,6.26,74.9,-0.023559,37.906193,Kenya,national
12/4/2024,2024,12,Wednesday,FALSE,short_rains,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,25.04,5.64,64.8,-0.023559,37.906193,Kenya,national
12/5/2024,2024,12,Thursday,FALSE,short_rains,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,26.03,4.37,75.7,-0.023559,37.906193,Kenya,national
12/6/2024,2024,12,Friday,FALSE,short_rains,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,24.09,6.31,71.8,-0.023559,37.906193,Kenya,national
12/7/2024,2024,12,Saturday,TRUE,short_rains,29.297,29.103,29.658,11054.5,10981.3,11190.4,124.5,56432944,29.31,1.54,79.6,-0.023559,37.906193,Kenya,national
12/8/2024,2024,12,Sunday,TRUE,short_rains,29.297,29.103,29.658,11054.5,10981.3,11190.4,124.5,56432944,21.47,9.34,67.9,-0.023559,37.906193,Kenya,national
12/9/2024,2024,12,Monday,FALSE,short_rains,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,23.95,4.69,63.8,-0.023559,37.906193,Kenya,national
12/10/2024,2024,12,Tuesday,FALSE,short_rains,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,22.78,7.5,76.8,-0.023559,37.906193,Kenya,national
12/11/2024,2024,12,Wednesday,FALSE,short_rains,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,22.41,2.01,70.2,-0.023559,37.906193,Kenya,national
12/12/2024,2024,12,Thursday,FALSE,short_rains,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,24.07,6.55,62.8,-0.023559,37.906193,Kenya,national
12/13/2024,2024,12,Friday,FALSE,short_rains,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,26.42,4.99,56.2,-0.023559,37.906193,Kenya,national
12/14/2024,2024,12,Saturday,TRUE,short_rains,29.297,29.103,29.658,11054.5,10981.3,11190.4,124.5,56432944,22.08,3.53,98.2,-0.023559,37.906193,Kenya,national
12/15/2024,2024,12,Sunday,TRUE,short_rains,29.297,29.103,29.658,11054.5,10981.3,11190.4,124.5,56432944,22.08,2.33,69.5,-0.023559,37.906193,Kenya,national
12/16/2024,2024,12,Monday,FALSE,short_rains,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,24.95,1.81,70.4,-0.023559,37.906193,Kenya,national
12/17/2024,2024,12,Tuesday,FALSE,short_rains,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,24.59,8.47,56.3,-0.023559,37.906193,Kenya,national
12/18/2024,2024,12,Wednesday,FALSE,short_rains,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,27.42,7.03,64,-0.023559,37.906193,Kenya,national
12/19/2024,2024,12,Thursday,FALSE,short_rains,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,25.56,4.28,71.1,-0.023559,37.906193,Kenya,national
12/20/2024,2024,12,Friday,FALSE,short_rains,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,23.96,4.48,75.1,-0.023559,37.906193,Kenya,national
12/21/2024,2024,12,Saturday,TRUE,short_rains,29.297,29.103,29.658,11054.5,10981.3,11190.4,124.5,56432944,22.84,2.19,78.8,-0.023559,37.906193,Kenya,national
12/22/2024,2024,12,Sunday,TRUE,short_rains,29.297,29.103,29.658,11054.5,10981.3,11190.4,124.5,56432944,23.93,0,66.2,-0.023559,37.906193,Kenya,national
12/23/2024,2024,12,Monday,FALSE,short_rains,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,23.15,0,76.3,-0.023559,37.906193,Kenya,national
12/24/2024,2024,12,Tuesday,FALSE,short_rains,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,20.77,2.49,81.8,-0.023559,37.906193,Kenya,national
12/25/2024,2024,12,Wednesday,FALSE,short_rains,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,23.52,3.61,68.2,-0.023559,37.906193,Kenya,national
12/26/2024,2024,12,Thursday,FALSE,short_rains,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,23.15,1.08,71.8,-0.023559,37.906193,Kenya,national
12/27/2024,2024,12,Friday,FALSE,short_rains,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,23.03,5.98,57.5,-0.023559,37.906193,Kenya,national
12/28/2024,2024,12,Saturday,TRUE,short_rains,29.297,29.103,29.658,11054.5,10981.3,11190.4,124.5,56432944,22.64,5.28,65.6,-0.023559,37.906193,Kenya,national
12/29/2024,2024,12,Sunday,TRUE,short_rains,29.297,29.103,29.658,11054.5,10981.3,11190.4,124.5,56432944,26.88,4.4,61,-0.023559,37.906193,Kenya,national
12/30/2024,2024,12,Monday,FALSE,short_rains,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,24.89,0,77.8,-0.023559,37.906193,Kenya,national
12/31/2024,2024,12,Tuesday,FALSE,short_rains,30.204,30.004,30.575,11054.5,10981.3,11190.4,124.5,56432944,25.37,3.46,70.8,-0.023559,37.906193,Kenya,national
1/1/2025,2025,1,Wednesday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,22.78,1.95,73.4,-0.023559,37.906193,Kenya,national
1/2/2025,2025,1,Thursday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,21.95,0.11,61.9,-0.023559,37.906193,Kenya,national
1/3/2025,2025,1,Friday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,23.43,0,66.9,-0.023559,37.906193,Kenya,national
1/4/2025,2025,1,Saturday,TRUE,short_dry,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,24.49,4.87,64.6,-0.023559,37.906193,Kenya,national
1/5/2025,2025,1,Sunday,TRUE,short_dry,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,23.31,2.93,62,-0.023559,37.906193,Kenya,national
1/6/2025,2025,1,Monday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,23.62,1.42,51.5,-0.023559,37.906193,Kenya,national
1/7/2025,2025,1,Tuesday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,25.92,4.39,74,-0.023559,37.906193,Kenya,national
1/8/2025,2025,1,Wednesday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,24.6,3.66,59.6,-0.023559,37.906193,Kenya,national
1/9/2025,2025,1,Thursday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,22.03,2.67,45.2,-0.023559,37.906193,Kenya,national
1/10/2025,2025,1,Friday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,23.14,2.34,55.6,-0.023559,37.906193,Kenya,national
1/11/2025,2025,1,Saturday,TRUE,short_dry,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,22.68,3.17,51.3,-0.023559,37.906193,Kenya,national
1/12/2025,2025,1,Sunday,TRUE,short_dry,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,24.36,4.19,70.1,-0.023559,37.906193,Kenya,national
1/13/2025,2025,1,Monday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,21.67,2.1,69,-0.023559,37.906193,Kenya,national
1/14/2025,2025,1,Tuesday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,23.64,1.65,73,-0.023559,37.906193,Kenya,national
1/15/2025,2025,1,Wednesday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,25.39,2.87,78.4,-0.023559,37.906193,Kenya,national
1/16/2025,2025,1,Thursday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,24.06,0,55,-0.023559,37.906193,Kenya,national
1/17/2025,2025,1,Friday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,22.17,2.13,44.8,-0.023559,37.906193,Kenya,national
1/18/2025,2025,1,Saturday,TRUE,short_dry,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,22.77,1.39,52.6,-0.023559,37.906193,Kenya,national
1/19/2025,2025,1,Sunday,TRUE,short_dry,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,24.25,1.97,63.7,-0.023559,37.906193,Kenya,national
1/20/2025,2025,1,Monday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,24.97,1.72,38,-0.023559,37.906193,Kenya,national
1/21/2025,2025,1,Tuesday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,25.67,2.5,55.4,-0.023559,37.906193,Kenya,national
1/22/2025,2025,1,Wednesday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,23.71,2.16,67.3,-0.023559,37.906193,Kenya,national
1/23/2025,2025,1,Thursday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,21.37,2.1,53.3,-0.023559,37.906193,Kenya,national
1/24/2025,2025,1,Friday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,26.85,1.8,59.4,-0.023559,37.906193,Kenya,national
1/25/2025,2025,1,Saturday,TRUE,short_dry,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,24.6,2.68,52.8,-0.023559,37.906193,Kenya,national
1/26/2025,2025,1,Sunday,TRUE,short_dry,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,24.81,1.24,74.8,-0.023559,37.906193,Kenya,national
1/27/2025,2025,1,Monday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,24.61,3.47,76.5,-0.023559,37.906193,Kenya,national
1/28/2025,2025,1,Tuesday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,21.93,0,51.9,-0.023559,37.906193,Kenya,national
1/29/2025,2025,1,Wednesday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,23.36,2.3,53.4,-0.023559,37.906193,Kenya,national
1/30/2025,2025,1,Thursday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,24.51,2.68,61.5,-0.023559,37.906193,Kenya,national
1/31/2025,2025,1,Friday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,26.07,0.09,66.2,-0.023559,37.906193,Kenya,national
2/1/2025,2025,2,Saturday,TRUE,short_dry,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,24.12,1.35,64,-0.023559,37.906193,Kenya,national
2/2/2025,2025,2,Sunday,TRUE,short_dry,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,17.76,3.99,66,-0.023559,37.906193,Kenya,national
2/3/2025,2025,2,Monday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,23.52,1.8,68.8,-0.023559,37.906193,Kenya,national
2/4/2025,2025,2,Tuesday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,24.71,0.68,70.8,-0.023559,37.906193,Kenya,national
2/5/2025,2025,2,Wednesday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,26.59,0,76.4,-0.023559,37.906193,Kenya,national
2/6/2025,2025,2,Thursday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,25.42,2.51,62.4,-0.023559,37.906193,Kenya,national
2/7/2025,2025,2,Friday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,28.98,2.15,57.1,-0.023559,37.906193,Kenya,national
2/8/2025,2025,2,Saturday,TRUE,short_dry,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,26.85,2.91,60.5,-0.023559,37.906193,Kenya,national
2/9/2025,2025,2,Sunday,TRUE,short_dry,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,26.7,5.07,79.7,-0.023559,37.906193,Kenya,national
2/10/2025,2025,2,Monday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,25.89,1.99,68.2,-0.023559,37.906193,Kenya,national
2/11/2025,2025,2,Tuesday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,21.24,2.2,67.2,-0.023559,37.906193,Kenya,national
2/12/2025,2025,2,Wednesday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,25.69,0.97,72.4,-0.023559,37.906193,Kenya,national
2/13/2025,2025,2,Thursday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,25.2,1.91,71.6,-0.023559,37.906193,Kenya,national
2/14/2025,2025,2,Friday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,22.95,1.96,80.9,-0.023559,37.906193,Kenya,national
2/15/2025,2025,2,Saturday,TRUE,short_dry,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,25.17,3.13,54.6,-0.023559,37.906193,Kenya,national
2/16/2025,2025,2,Sunday,TRUE,short_dry,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,24.84,2.83,63,-0.023559,37.906193,Kenya,national
2/17/2025,2025,2,Monday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,23.07,0.85,67.6,-0.023559,37.906193,Kenya,national
2/18/2025,2025,2,Tuesday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,23.75,1.29,68.2,-0.023559,37.906193,Kenya,national
2/19/2025,2025,2,Wednesday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,23.47,4.07,58.1,-0.023559,37.906193,Kenya,national
2/20/2025,2025,2,Thursday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,24.46,0.56,47.8,-0.023559,37.906193,Kenya,national
2/21/2025,2025,2,Friday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,23.15,3.12,59,-0.023559,37.906193,Kenya,national
2/22/2025,2025,2,Saturday,TRUE,short_dry,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,25.09,4.44,55.5,-0.023559,37.906193,Kenya,national
2/23/2025,2025,2,Sunday,TRUE,short_dry,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,20.16,2.98,60.4,-0.023559,37.906193,Kenya,national
2/24/2025,2025,2,Monday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,23.44,2.38,70.4,-0.023559,37.906193,Kenya,national
2/25/2025,2025,2,Tuesday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,20.63,4.05,67,-0.023559,37.906193,Kenya,national
2/26/2025,2025,2,Wednesday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,23.03,2.53,51.7,-0.023559,37.906193,Kenya,national
2/27/2025,2025,2,Thursday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,25.03,1.99,54.9,-0.023559,37.906193,Kenya,national
2/28/2025,2025,2,Friday,FALSE,short_dry,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,24.04,1.7,62.8,-0.023559,37.906193,Kenya,national
3/1/2025,2025,3,Saturday,TRUE,long_rains,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,22.78,9.02,85.6,-0.023559,37.906193,Kenya,national
3/2/2025,2025,3,Sunday,TRUE,long_rains,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,23.14,7.43,75.6,-0.023559,37.906193,Kenya,national
3/3/2025,2025,3,Monday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,26.14,10.41,77.9,-0.023559,37.906193,Kenya,national
3/4/2025,2025,3,Tuesday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,20.79,3.82,63.5,-0.023559,37.906193,Kenya,national
3/5/2025,2025,3,Wednesday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,24.78,3.9,72,-0.023559,37.906193,Kenya,national
3/6/2025,2025,3,Thursday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,19.97,3.47,69.4,-0.023559,37.906193,Kenya,national
3/7/2025,2025,3,Friday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,22.07,5.98,77.6,-0.023559,37.906193,Kenya,national
3/8/2025,2025,3,Saturday,TRUE,long_rains,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,23.33,2.58,73.7,-0.023559,37.906193,Kenya,national
3/9/2025,2025,3,Sunday,TRUE,long_rains,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,21.3,8.24,68.6,-0.023559,37.906193,Kenya,national
3/10/2025,2025,3,Monday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,23.41,6.19,66.8,-0.023559,37.906193,Kenya,national
3/11/2025,2025,3,Tuesday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,24.46,1.56,77.5,-0.023559,37.906193,Kenya,national
3/12/2025,2025,3,Wednesday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,20.61,0,70.3,-0.023559,37.906193,Kenya,national
3/13/2025,2025,3,Thursday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,22.85,0,85.1,-0.023559,37.906193,Kenya,national
3/14/2025,2025,3,Friday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,22.25,10.03,76.9,-0.023559,37.906193,Kenya,national
3/15/2025,2025,3,Saturday,TRUE,long_rains,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,19.12,4.78,73.4,-0.023559,37.906193,Kenya,national
3/16/2025,2025,3,Sunday,TRUE,long_rains,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,22.63,5.51,83.2,-0.023559,37.906193,Kenya,national
3/17/2025,2025,3,Monday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,21.4,3.51,65.7,-0.023559,37.906193,Kenya,national
3/18/2025,2025,3,Tuesday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,25.68,6.38,83.2,-0.023559,37.906193,Kenya,national
3/19/2025,2025,3,Wednesday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,21.25,0,69.6,-0.023559,37.906193,Kenya,national
3/20/2025,2025,3,Thursday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,26.4,0,81.6,-0.023559,37.906193,Kenya,national
3/21/2025,2025,3,Friday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,21.93,0,69.9,-0.023559,37.906193,Kenya,national
3/22/2025,2025,3,Saturday,TRUE,long_rains,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,26.88,5.23,67.6,-0.023559,37.906193,Kenya,national
3/23/2025,2025,3,Sunday,TRUE,long_rains,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,24.08,7.46,60.2,-0.023559,37.906193,Kenya,national
3/24/2025,2025,3,Monday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,23.91,6.65,75.8,-0.023559,37.906193,Kenya,national
3/25/2025,2025,3,Tuesday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,24.61,4.55,79.4,-0.023559,37.906193,Kenya,national
3/26/2025,2025,3,Wednesday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,24.8,0.51,63.8,-0.023559,37.906193,Kenya,national
3/27/2025,2025,3,Thursday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,25.81,7.78,90.1,-0.023559,37.906193,Kenya,national
3/28/2025,2025,3,Friday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,26.47,4,75.3,-0.023559,37.906193,Kenya,national
3/29/2025,2025,3,Saturday,TRUE,long_rains,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,22.31,4.92,66,-0.023559,37.906193,Kenya,national
3/30/2025,2025,3,Sunday,TRUE,long_rains,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,20.5,4.73,91.6,-0.023559,37.906193,Kenya,national
3/31/2025,2025,3,Monday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,17.66,3.35,72,-0.023559,37.906193,Kenya,national
4/1/2025,2025,4,Tuesday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,22.23,2.45,87.5,-0.023559,37.906193,Kenya,national
4/2/2025,2025,4,Wednesday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,24.52,2.92,52,-0.023559,37.906193,Kenya,national
4/3/2025,2025,4,Thursday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,23.76,0.46,93.2,-0.023559,37.906193,Kenya,national
4/4/2025,2025,4,Friday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,23.23,5.86,76.9,-0.023559,37.906193,Kenya,national
4/5/2025,2025,4,Saturday,TRUE,long_rains,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,22.3,4.38,75.3,-0.023559,37.906193,Kenya,national
4/6/2025,2025,4,Sunday,TRUE,long_rains,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,21.72,8.55,78,-0.023559,37.906193,Kenya,national
4/7/2025,2025,4,Monday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,22.43,0,65.7,-0.023559,37.906193,Kenya,national
4/8/2025,2025,4,Tuesday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,23.78,9.09,83,-0.023559,37.906193,Kenya,national
4/9/2025,2025,4,Wednesday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,19.47,4.73,78.9,-0.023559,37.906193,Kenya,national
4/10/2025,2025,4,Thursday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,24.46,4.42,78,-0.023559,37.906193,Kenya,national
4/11/2025,2025,4,Friday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,20.08,2.16,70.6,-0.023559,37.906193,Kenya,national
4/12/2025,2025,4,Saturday,TRUE,long_rains,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,22.68,2.12,65.6,-0.023559,37.906193,Kenya,national
4/13/2025,2025,4,Sunday,TRUE,long_rains,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,21.73,0,78.3,-0.023559,37.906193,Kenya,national
4/14/2025,2025,4,Monday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,22.26,8.13,82.1,-0.023559,37.906193,Kenya,national
4/15/2025,2025,4,Tuesday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,20.9,4.24,76.4,-0.023559,37.906193,Kenya,national
4/16/2025,2025,4,Wednesday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,20.69,7.5,73.6,-0.023559,37.906193,Kenya,national
4/17/2025,2025,4,Thursday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,22.53,7.88,70.9,-0.023559,37.906193,Kenya,national
4/18/2025,2025,4,Friday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,20.82,3.24,81.2,-0.023559,37.906193,Kenya,national
4/19/2025,2025,4,Saturday,TRUE,long_rains,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,27.91,4.15,87.3,-0.023559,37.906193,Kenya,national
4/20/2025,2025,4,Sunday,TRUE,long_rains,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,22.16,3.78,74,-0.023559,37.906193,Kenya,national
4/21/2025,2025,4,Monday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,21.68,8.58,68.2,-0.023559,37.906193,Kenya,national
4/22/2025,2025,4,Tuesday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,21.89,5.45,95.6,-0.023559,37.906193,Kenya,national
4/23/2025,2025,4,Wednesday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,20.84,5.58,62.4,-0.023559,37.906193,Kenya,national
4/24/2025,2025,4,Thursday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,18.07,7.51,77.4,-0.023559,37.906193,Kenya,national
4/25/2025,2025,4,Friday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,22.47,4.72,74.4,-0.023559,37.906193,Kenya,national
4/26/2025,2025,4,Saturday,TRUE,long_rains,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,23.61,12.14,86.1,-0.023559,37.906193,Kenya,national
4/27/2025,2025,4,Sunday,TRUE,long_rains,31.052,30.642,31.821,11684.6,11530.3,11973.8,131.47,57561603,19.98,1.74,74.1,-0.023559,37.906193,Kenya,national
4/28/2025,2025,4,Monday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,23,9.38,61.5,-0.023559,37.906193,Kenya,national
4/29/2025,2025,4,Tuesday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,20.57,9.91,65.8,-0.023559,37.906193,Kenya,national
4/30/2025,2025,4,Wednesday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,22.91,1,76.1,-0.023559,37.906193,Kenya,national
5/1/2025,2025,5,Thursday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,23.7,8.01,75,-0.023559,37.906193,Kenya,national
5/2/2025,2025,5,Friday,FALSE,long_rains,32.013,31.59,32.805,11684.6,11530.3,11973.8,131.47,57561603,23.96,5.98,69.7,-0.023559,37.906193,Kenya,national
